,Total Energy,Binding Energy,Ligand SASA
"('FeLip9', 'PET', 3, 10, 14, 44)",-7182.04,-26.3544,0.674807
"('FeLip9', 'PET', 3, 10, 15, 50)",-7180.21,-25.9982,0.654287
"('FeLip9', 'PET', 3, 10, 16, 54)",-7180.15,-24.4086,0.664073
"('FeLip9', 'PET', 3, 10, 17, 58)",-7183.05,-27.7854,0.640395
"('FeLip9', 'PET', 3, 10, 18, 59)",-7179.99,-23.9812,0.679139
"('FeLip9', 'PET', 3, 10, 19, 63)",-7181.8,-27.3391,0.649921
"('FeLip9', 'PET', 3, 10, 20, 64)",-7181.97,-27.7736,0.639887
"('FeLip9', 'PET', 3, 10, 21, 84)",-7178.63,-23.6476,0.694097
"('FeLip9', 'PET', 3, 10, 22, 86)",-7181.44,-27.9518,0.6572
"('FeLip9', 'PET', 3, 10, 23, 89)",-7180.78,-27.6387,0.66288
"('FeLip9', 'PET', 3, 10, 24, 93)",-7180.34,-24.3398,0.679702
"('FeLip9', 'PET', 3, 10, 25, 95)",-7179.74,-22.7964,0.685055
"('FeLip9', 'PET', 3, 10, 26, 97)",-7182.23,-26.8307,0.654672
"('FeLip9', 'PET', 3, 11, 0, 0)",-7156.86,-36.4898,0.601091
"('FeLip9', 'PET', 3, 11, 1, 5)",-7161.49,-18.6279,0.901237
"('FeLip9', 'PET', 3, 11, 2, 8)",-7151.72,-6.81237,1.0151
"('FeLip9', 'PET', 3, 11, 3, 9)",-7172.77,-26.4896,0.710728
"('FeLip9', 'PET', 3, 11, 4, 31)",-7173.52,-31.2954,0.69282
"('FeLip9', 'PET', 3, 11, 5, 35)",-7174.75,-31.4457,0.684832
"('FeLip9', 'PET', 3, 11, 6, 38)",-7175.55,-31.2517,0.639884
"('FeLip9', 'PET', 3, 11, 7, 39)",-7179.06,-29.4144,0.679827
"('FeLip9', 'PET', 3, 11, 8, 42)",-7182.18,-35.1534,0.656996
"('FeLip9', 'PET', 3, 11, 9, 51)",-7182.93,-37.9054,0.650298
"('FeLip9', 'PET', 3, 11, 10, 63)",-7187.49,-41.0345,0.62843
"('FeLip9', 'PET', 3, 12, 0, 0)",-7148.47,-38.9819,0.598451
"('FeLip9', 'PET', 3, 12, 1, 1)",-7143.98,-14.2689,0.809397
"('FeLip9', 'PET', 3, 12, 2, 2)",-7153.7,-19.2892,0.749511
"('FeLip9', 'PET', 3, 12, 3, 6)",-7152.98,-28.0994,0.642895
"('FeLip9', 'PET', 3, 12, 4, 8)",-7158.49,-26.1252,0.665912
"('FeLip9', 'PET', 3, 12, 5, 11)",-7160.45,-25.6524,0.609713
"('FeLip9', 'PET', 3, 12, 6, 15)",-7158.58,-20.5929,0.625329
"('FeLip9', 'PET', 3, 12, 7, 18)",-7159.3,-22.0916,0.726953
"('FeLip9', 'PET', 3, 12, 8, 20)",-7169.17,-30.9308,0.667395
"('FeLip9', 'PET', 3, 12, 9, 38)",-7169.0,-31.2956,0.67044
"('FeLip9', 'PET', 3, 12, 10, 52)",-7168.27,-32.5419,0.69084
"('FeLip9', 'PET', 3, 12, 11, 71)",-7165.5,-29.1837,0.710954
"('FeLip9', 'PET', 3, 12, 12, 73)",-7168.33,-29.3521,0.733133
"('FeLip9', 'PET', 3, 12, 13, 76)",-7172.32,-33.3846,0.671856
"('FeLip9', 'PET', 3, 12, 14, 91)",-7166.55,-30.9146,0.678458
"('FeLip9', 'PET', 3, 12, 15, 100)",-7167.16,-32.2183,0.643523
"('FeLip9', 'PET', 3, 13, 0, 0)",-7153.02,-32.6104,0.63321
"('FeLip9', 'PET', 3, 13, 1, 1)",-7177.06,-35.5205,0.716265
"('FeLip9', 'PET', 3, 13, 2, 18)",-7178.46,-33.0111,0.673427
"('FeLip9', 'PET', 3, 13, 3, 66)",-7174.12,-29.2255,0.735344
"('FeLip9', 'PET', 3, 13, 4, 73)",-7176.86,-32.3952,0.733642
"('FeLip9', 'PET', 3, 14, 0, 0)",-7149.98,-12.6114,0.793488
"('FeLip9', 'PET', 3, 14, 1, 1)",-7162.71,-7.86681,1.00805
"('FeLip9', 'PET', 3, 14, 2, 2)",-7163.12,-8.05277,1.02951
"('FeLip9', 'PET', 3, 14, 3, 3)",-7165.5,-10.5276,0.977707
"('FeLip9', 'PET', 3, 14, 4, 5)",-7165.02,-10.3121,1.02316
"('FeLip9', 'PET', 3, 14, 5, 9)",-7163.25,-8.25776,1.00634
"('FeLip9', 'PET', 3, 14, 6, 12)",-7166.55,-11.0901,0.967988
"('FeLip9', 'PET', 3, 14, 7, 13)",-7167.53,-12.0198,0.941203
"('FeLip9', 'PET', 3, 14, 8, 14)",-7166.58,-9.94715,0.947041
"('FeLip9', 'PET', 3, 14, 9, 15)",-7169.57,-11.6274,0.945859
"('FeLip9', 'PET', 3, 14, 10, 16)",-7170.09,-11.0003,0.914011
"('FeLip9', 'PET', 3, 14, 11, 17)",-7176.95,-17.7437,0.842225
"('FeLip9', 'PET', 3, 14, 12, 32)",-7174.94,-17.7526,0.851156
"('FeLip9', 'PET', 3, 14, 13, 33)",-7171.85,-13.9045,0.881151
"('FeLip9', 'PET', 3, 14, 14, 34)",-7174.94,-14.6982,0.860748
"('FeLip9', 'PET', 3, 14, 15, 35)",-7175.19,-16.4031,0.825722
"('FeLip9', 'PET', 3, 14, 16, 37)",-7177.52,-18.4211,0.819288
"('FeLip9', 'PET', 3, 14, 17, 65)",-7177.96,-19.7258,0.797389
"('FeLip9', 'PET', 3, 14, 18, 71)",-7176.77,-18.7261,0.814123
"('FeLip9', 'PET', 3, 14, 19, 76)",-7178.32,-21.2262,0.787281
"('FeLip9', 'PET', 3, 14, 20, 78)",-7177.41,-22.3823,0.804056
"('FeLip9', 'PET', 3, 14, 21, 84)",-7174.65,-17.8113,0.810506
"('FeLip9', 'PET', 3, 14, 22, 88)",-7178.01,-20.8301,0.811115
"('FeLip9', 'PET', 3, 15, 0, 0)",-7148.07,-38.3703,0.604339
"('FeLip9', 'PET', 3, 15, 1, 3)",-7140.62,-16.982,0.831352
"('FeLip9', 'PET', 3, 15, 2, 4)",-7140.31,-8.58502,0.883549
"('FeLip9', 'PET', 3, 15, 3, 5)",-7157.23,-15.738,0.683272
"('FeLip9', 'PET', 3, 15, 4, 6)",-7163.31,-17.4825,0.701531
"('FeLip9', 'PET', 3, 15, 5, 8)",-7160.85,-11.5833,0.710272
"('FeLip9', 'PET', 3, 15, 6, 10)",-7164.26,-14.8369,0.678394
"('FeLip9', 'PET', 3, 15, 7, 11)",-7164.56,-19.1246,0.605503
"('FeLip9', 'PET', 3, 15, 8, 12)",-7165.33,-21.2827,0.617579
"('FeLip9', 'PET', 3, 15, 9, 21)",-7169.43,-23.8143,0.626238
"('FeLip9', 'PET', 3, 15, 10, 22)",-7170.42,-23.507,0.606815
"('FeLip9', 'PET', 3, 15, 11, 37)",-7169.28,-25.5471,0.60231
"('FeLip9', 'PET', 3, 15, 12, 40)",-7169.76,-24.0695,0.627878
"('FeLip9', 'PET', 3, 15, 13, 53)",-7169.31,-23.7714,0.623685
"('FeLip9', 'PET', 3, 15, 14, 60)",-7171.55,-25.8647,0.617889
"('FeLip9', 'PET', 3, 15, 15, 75)",-7176.85,-31.6276,0.571071
"('FeLip9', 'PET', 3, 15, 16, 79)",-7174.46,-26.4324,0.600333
"('FeLip9', 'PET', 3, 15, 17, 89)",-7178.66,-29.5862,0.583429
"('FeLip9', 'PET', 3, 16, 0, 0)",-7153.91,-35.3384,0.578656
"('FeLip9', 'PET', 3, 16, 1, 1)",-7150.98,-17.7906,0.727595
"('FeLip9', 'PET', 3, 16, 2, 2)",-7167.37,-28.9499,0.657435
"('FeLip9', 'PET', 3, 16, 3, 8)",-7169.61,-22.6537,0.68776
"('FeLip9', 'PET', 3, 16, 4, 9)",-7176.78,-32.9122,0.60785
"('FeLip9', 'PET', 3, 16, 5, 10)",-7178.19,-28.399,0.563946
"('FeLip9', 'PET', 3, 16, 6, 15)",-7177.3,-26.7786,0.596355
"('FeLip9', 'PET', 3, 16, 7, 19)",-7171.98,-21.5931,0.631111
"('FeLip9', 'PET', 3, 16, 8, 23)",-7173.75,-23.4975,0.655306
"('FeLip9', 'PET', 3, 16, 9, 38)",-7171.4,-23.1043,0.678489
"('FeLip9', 'PET', 3, 16, 10, 41)",-7171.98,-24.7896,0.644178
"('FeLip9', 'PET', 3, 16, 11, 44)",-7173.45,-25.1984,0.639607
"('FeLip9', 'PET', 3, 16, 12, 55)",-7176.01,-25.3832,0.565393
"('FeLip9', 'PET', 3, 16, 13, 56)",-7181.94,-32.2202,0.517449
"('FeLip9', 'PET', 3, 16, 14, 57)",-7183.11,-31.2635,0.510827
"('FeLip9', 'PET', 3, 16, 15, 63)",-7181.69,-33.2424,0.499294
"('FeLip9', 'PET', 3, 16, 16, 78)",-7175.61,-26.8377,0.535109
"('FeLip9', 'PET', 3, 16, 17, 81)",-7186.47,-38.0616,0.473113
"('FeLip9', 'PET', 3, 17, 0, 0)",-7144.58,-20.3104,0.703527
"('FeLip9', 'PET', 3, 17, 1, 3)",-7166.29,-14.4754,0.722389
"('FeLip9', 'PET', 3, 17, 2, 5)",-7175.37,-24.0306,0.658577
"('FeLip9', 'PET', 3, 17, 3, 11)",-7179.53,-24.6674,0.651734
"('FeLip9', 'PET', 3, 17, 4, 14)",-7165.71,-9.68372,0.760487
"('FeLip9', 'PET', 3, 17, 5, 16)",-7171.94,-14.3748,0.729766
"('FeLip9', 'PET', 3, 17, 6, 17)",-7170.83,-13.7842,0.72841
"('FeLip9', 'PET', 3, 17, 7, 18)",-7172.36,-14.5502,0.735236
"('FeLip9', 'PET', 3, 17, 8, 23)",-7174.23,-15.718,0.694024
"('FeLip9', 'PET', 3, 17, 9, 25)",-7175.79,-22.5915,0.640106
"('FeLip9', 'PET', 3, 17, 10, 28)",-7178.6,-24.4247,0.631924
"('FeLip9', 'PET', 3, 17, 11, 38)",-7174.62,-21.6205,0.647961
"('FeLip9', 'PET', 3, 17, 12, 45)",-7174.45,-23.3756,0.690777
"('FeLip9', 'PET', 3, 17, 13, 49)",-7175.98,-23.5256,0.681853
"('FeLip9', 'PET', 3, 17, 14, 54)",-7176.71,-26.4676,0.744073
"('FeLip9', 'PET', 3, 17, 15, 58)",-7173.6,-23.9856,0.741761
"('FeLip9', 'PET', 3, 17, 16, 75)",-7176.07,-25.3721,0.744847
"('FeLip9', 'PET', 3, 17, 17, 77)",-7177.5,-24.8893,0.726895
"('FeLip9', 'PET', 3, 17, 18, 82)",-7172.94,-19.26,0.78077
"('FeLip9', 'PET', 3, 17, 19, 83)",-7173.14,-20.4246,0.72035
"('FeLip9', 'PET', 3, 17, 20, 84)",-7174.71,-22.3726,0.70727
"('FeLip9', 'PET', 3, 17, 21, 91)",-7176.42,-24.6411,0.676019
"('FeLip9', 'PET', 3, 17, 22, 93)",-7177.89,-25.444,0.683057
"('FeLip9', 'PET', 3, 17, 23, 96)",-7175.08,-23.167,0.694595
"('FeLip9', 'PET', 3, 18, 0, 0)",-7157.88,-44.9158,0.55241
"('FeLip9', 'PET', 3, 18, 1, 2)",-7176.51,-31.1642,0.624426
"('FeLip9', 'PET', 3, 18, 2, 22)",-7179.48,-37.5092,0.547838
"('FeLip9', 'PET', 3, 18, 3, 31)",-7177.52,-36.7715,0.55163
"('FeLip9', 'PET', 3, 18, 4, 39)",-7188.96,-51.314,0.481402
"('FeLip9', 'PET', 3, 18, 5, 49)",-7193.99,-52.2657,0.513485
"('FeLip9', 'PET', 3, 19, 0, 0)",-7136.48,-19.8119,0.769228
"('FeLip9', 'PET', 3, 19, 1, 1)",-7155.38,-13.0831,0.786274
"('FeLip9', 'PET', 3, 19, 2, 4)",-7158.5,-14.9906,0.823915
"('FeLip9', 'PET', 3, 19, 3, 6)",-7150.8,-13.7754,0.941795
"('FeLip9', 'PET', 3, 19, 4, 9)",-7153.94,-10.8912,0.80911
"('FeLip9', 'PET', 3, 19, 5, 10)",-7153.49,-10.5602,0.808716
"('FeLip9', 'PET', 3, 19, 6, 16)",-7156.91,-12.7331,0.793125
"('FeLip9', 'PET', 3, 19, 7, 20)",-7156.72,-14.1775,0.792875
"('FeLip9', 'PET', 3, 19, 8, 25)",-7155.83,-13.6918,0.794029
"('FeLip9', 'PET', 3, 19, 9, 27)",-7155.84,-13.6614,0.816398
"('FeLip9', 'PET', 3, 19, 10, 30)",-7156.29,-13.1484,0.835442
"('FeLip9', 'PET', 3, 19, 11, 31)",-7158.84,-13.7181,0.81796
"('FeLip9', 'PET', 3, 19, 12, 34)",-7156.33,-13.4708,0.82552
"('FeLip9', 'PET', 3, 19, 13, 35)",-7159.7,-27.5928,0.967486
"('FeLip9', 'PET', 3, 19, 14, 39)",-7158.83,-26.8157,0.93101
"('FeLip9', 'PET', 3, 19, 15, 46)",-7157.4,-23.2752,0.936411
"('FeLip9', 'PET', 3, 19, 16, 47)",-7164.47,-32.3752,0.877226
"('FeLip9', 'PET', 3, 19, 17, 68)",-7167.58,-35.1119,0.879461
"('FeLip9', 'PET', 3, 19, 18, 74)",-7161.27,-25.3099,0.92208
"('FeLip9', 'PET', 3, 19, 19, 87)",-7165.38,-32.4644,0.879491
"('FeLip9', 'PET', 3, 20, 0, 0)",-7138.17,-21.062,0.692189
"('FeLip9', 'PET', 3, 20, 1, 1)",-7169.22,-28.2854,0.629964
"('FeLip9', 'PET', 3, 20, 2, 4)",-7172.02,-34.4777,0.569377
"('FeLip9', 'PET', 3, 20, 3, 8)",-7167.92,-27.3276,0.59856
"('FeLip9', 'PET', 3, 20, 4, 13)",-7173.53,-33.3592,0.602684
"('FeLip9', 'PET', 3, 20, 5, 25)",-7169.72,-29.57,0.577559
"('FeLip9', 'PET', 3, 20, 6, 27)",-7156.62,-22.08,0.602139
"('FeLip9', 'PET', 3, 20, 7, 28)",-7171.24,-30.5475,0.591339
"('FeLip9', 'PET', 3, 20, 8, 31)",-7170.34,-27.6705,0.627681
"('FeLip9', 'PET', 3, 20, 9, 33)",-7173.8,-38.4799,0.521895
"('FeLip9', 'PET', 3, 20, 10, 50)",-7177.52,-40.3083,0.502463
"('FeLip9', 'PET', 3, 20, 11, 53)",-7174.25,-32.7883,0.578223
"('FeLip9', 'PET', 3, 20, 12, 55)",-7170.39,-27.1956,0.572
"('FeLip9', 'PET', 3, 20, 13, 60)",-7173.95,-38.4494,0.489743
"('FeLip9', 'PET', 3, 20, 14, 64)",-7169.61,-34.9121,0.523412
"('FeLip9', 'PET', 3, 20, 15, 67)",-7168.77,-29.2124,0.548005
"('FeLip9', 'PET', 3, 20, 16, 73)",-7168.77,-27.9819,0.549574
"('FeLip9', 'PET', 3, 20, 17, 76)",-7169.99,-28.4975,0.543146
"('FeLip9', 'PET', 3, 20, 18, 77)",-7172.95,-32.1064,0.574507
"('FeLip9', 'PET', 3, 20, 19, 84)",-7167.79,-27.8034,0.583403
"('FeLip9', 'PET', 3, 20, 20, 86)",-7169.49,-28.0843,0.586642
"('FeLip9', 'PET', 3, 20, 21, 97)",-7168.8,-27.6974,0.554993
"('FeLip9', 'PET', 3, 21, 0, 0)",-7155.94,-37.361,0.60819
"('FeLip9', 'PET', 3, 21, 1, 1)",-7168.0,-25.1672,0.626339
"('FeLip9', 'PET', 3, 21, 2, 3)",-7172.31,-29.6003,0.621412
"('FeLip9', 'PET', 3, 21, 3, 9)",-7169.31,-24.4792,0.620305
"('FeLip9', 'PET', 3, 21, 4, 12)",-7175.18,-33.8353,0.568072
"('FeLip9', 'PET', 3, 21, 5, 16)",-7183.2,-40.2215,0.524779
"('FeLip9', 'PET', 3, 21, 6, 28)",-7183.44,-39.377,0.550005
"('FeLip9', 'PET', 3, 21, 7, 43)",-7189.65,-46.0209,0.505365
"('FeLip9', 'PET', 3, 21, 8, 46)",-7191.15,-48.5822,0.496812
"('FeLip9', 'PET', 3, 22, 0, 0)",-7142.87,-26.9882,0.641945
"('FeLip9', 'PET', 3, 22, 1, 1)",-7167.09,-24.7148,0.719881
"('FeLip9', 'PET', 3, 22, 2, 3)",-7172.15,-27.8873,0.666354
"('FeLip9', 'PET', 3, 22, 3, 4)",-7169.78,-24.9928,0.668272
"('FeLip9', 'PET', 3, 22, 4, 11)",-7179.46,-31.4906,0.607016
"('FeLip9', 'PET', 3, 22, 5, 15)",-7178.96,-30.87,0.601425
"('FeLip9', 'PET', 3, 22, 6, 19)",-7172.41,-23.3017,0.6089
"('FeLip9', 'PET', 3, 22, 7, 22)",-7177.98,-28.1611,0.590964
"('FeLip9', 'PET', 3, 22, 8, 23)",-7177.1,-28.6086,0.57466
"('FeLip9', 'PET', 3, 22, 9, 28)",-7175.8,-29.3767,0.538093
"('FeLip9', 'PET', 3, 22, 10, 29)",-7179.09,-29.3971,0.560499
"('FeLip9', 'PET', 3, 22, 11, 35)",-7180.49,-28.9935,0.569588
"('FeLip9', 'PET', 3, 22, 12, 36)",-7181.72,-31.3064,0.55684
"('FeLip9', 'PET', 3, 22, 13, 38)",-7189.01,-42.1886,0.50712
"('FeLip9', 'PET', 3, 22, 14, 43)",-7188.12,-43.1775,0.492094
"('FeLip9', 'PET', 3, 22, 15, 49)",-7188.54,-42.3404,0.489995
"('FeLip9', 'PET', 3, 22, 16, 52)",-7186.49,-37.9423,0.496924
"('FeLip9', 'PET', 3, 22, 17, 53)",-7185.65,-39.4844,0.499135
"('FeLip9', 'PET', 3, 22, 18, 75)",-7180.18,-34.9508,0.50944
"('FeLip9', 'PET', 3, 22, 19, 78)",-7182.29,-35.2598,0.515649
"('FeLip9', 'PET', 3, 22, 20, 91)",-7178.73,-32.7638,0.525365
"('FeLip9', 'PET', 3, 23, 0, 0)",-7144.08,-28.1375,0.637311
"('FeLip9', 'PET', 3, 23, 1, 1)",-7146.18,-10.9989,0.638123
"('FeLip9', 'PET', 3, 23, 2, 3)",-7146.09,-7.99913,0.720794
"('FeLip9', 'PET', 3, 23, 3, 4)",-7151.06,-10.341,0.639152
"('FeLip9', 'PET', 3, 23, 4, 5)",-7154.96,-16.2164,0.661667
"('FeLip9', 'PET', 3, 23, 5, 7)",-7146.98,0.299181,0.957018
"('FeLip9', 'PET', 3, 23, 6, 8)",-7158.64,-12.5842,0.748069
"('FeLip9', 'PET', 3, 23, 7, 10)",-7158.59,-17.1268,0.743344
"('FeLip9', 'PET', 3, 23, 8, 11)",-7162.78,-21.2491,0.724271
"('FeLip9', 'PET', 3, 23, 9, 14)",-7161.81,-19.7995,0.716378
"('FeLip9', 'PET', 3, 23, 10, 15)",-7160.41,-20.3889,0.659502
"('FeLip9', 'PET', 3, 23, 11, 18)",-7162.44,-19.9964,0.659869
"('FeLip9', 'PET', 3, 23, 12, 22)",-7163.48,-21.7053,0.609154
"('FeLip9', 'PET', 3, 23, 13, 23)",-7162.86,-21.5679,0.595535
"('FeLip9', 'PET', 3, 23, 14, 64)",-7162.57,-21.1209,0.605463
"('FeLip9', 'PET', 3, 23, 15, 72)",-7165.84,-26.9652,0.607752
"('FeLip9', 'PET', 3, 23, 16, 75)",-7161.38,-22.8508,0.621559
"('FeLip9', 'PET', 3, 23, 17, 82)",-7164.63,-24.8958,0.614456
"('FeLip9', 'PET', 3, 23, 18, 91)",-7166.19,-24.5057,0.587272
"('FeLip9', 'PET', 3, 23, 19, 92)",-7170.05,-27.6878,0.563756
"('FeLip9', 'PET', 3, 24, 0, 0)",-7144.36,-25.8379,0.663227
"('FeLip9', 'PET', 3, 24, 1, 1)",-7153.5,-16.1945,0.863377
"('FeLip9', 'PET', 3, 24, 2, 4)",-7156.09,-16.0155,0.879237
"('FeLip9', 'PET', 3, 24, 3, 5)",-7166.26,-23.115,0.774325
"('FeLip9', 'PET', 3, 24, 4, 9)",-7166.38,-22.3162,0.756354
"('FeLip9', 'PET', 3, 24, 5, 13)",-7168.07,-23.9211,0.733484
"('FeLip9', 'PET', 3, 24, 6, 15)",-7167.39,-21.0811,0.73881
"('FeLip9', 'PET', 3, 24, 7, 16)",-7171.79,-24.5888,0.732311
"('FeLip9', 'PET', 3, 24, 8, 38)",-7170.43,-24.929,0.697911
"('FeLip9', 'PET', 3, 24, 9, 40)",-7173.28,-26.0925,0.718921
"('FeLip9', 'PET', 3, 24, 10, 59)",-7172.76,-29.0666,0.6806
"('FeLip9', 'PET', 3, 24, 11, 78)",-7174.3,-29.0115,0.695397
"('FeLip9', 'PET', 3, 24, 12, 81)",-7170.48,-26.7572,0.706305
"('FeLip9', 'PET', 3, 24, 13, 88)",-7172.88,-29.3761,0.71554
"('FeLip9', 'PET', 3, 24, 14, 94)",-7170.37,-28.0768,0.729726
"('FeLip9', 'PET', 3, 24, 15, 95)",-7169.91,-30.3539,0.721041
"('FeLip9', 'PET', 3, 25, 0, 0)",-7137.92,-25.0288,0.634191
"('FeLip9', 'PET', 3, 25, 1, 2)",-7151.28,-16.5665,0.838883
"('FeLip9', 'PET', 3, 25, 2, 3)",-7157.71,-18.6126,0.794478
"('FeLip9', 'PET', 3, 25, 3, 4)",-7156.7,-15.8738,0.809228
"('FeLip9', 'PET', 3, 25, 4, 5)",-7158.19,-16.5557,0.789108
"('FeLip9', 'PET', 3, 25, 5, 6)",-7157.59,-14.5506,0.745789
"('FeLip9', 'PET', 3, 25, 6, 7)",-7159.81,-16.7091,0.733837
"('FeLip9', 'PET', 3, 25, 7, 9)",-7165.55,-25.9571,0.715836
"('FeLip9', 'PET', 3, 25, 8, 19)",-7162.51,-23.9687,0.693145
"('FeLip9', 'PET', 3, 25, 9, 22)",-7167.74,-35.9748,0.602838
"('FeLip9', 'PET', 3, 25, 10, 28)",-7167.57,-29.2334,0.626391
"('FeLip9', 'PET', 3, 25, 11, 29)",-7168.21,-33.9907,0.629166
"('FeLip9', 'PET', 3, 25, 12, 46)",-7164.08,-26.9779,0.696587
"('FeLip9', 'PET', 3, 25, 13, 53)",-7163.09,-30.9786,0.671884
"('FeLip9', 'PET', 3, 25, 14, 56)",-7165.44,-29.8093,0.661193
"('FeLip9', 'PET', 3, 25, 15, 61)",-7164.26,-30.3093,0.665068
"('FeLip9', 'PET', 3, 25, 16, 63)",-7164.77,-34.4506,0.686479
"('FeLip9', 'PET', 3, 25, 17, 83)",-7163.83,-30.5966,0.665593
"('FeLip9', 'PET', 3, 25, 18, 90)",-7166.31,-31.4375,0.641215
"('FeLip9', 'PET', 3, 25, 19, 91)",-7155.77,-25.4889,0.744436
"('FeLip9', 'PET', 3, 25, 20, 92)",-7155.51,-24.0851,0.767857
"('FeLip9', 'PET', 3, 26, 0, 0)",-7150.76,-26.7654,0.696797
"('FeLip9', 'PET', 3, 26, 1, 1)",-7154.03,-3.57738,0.972058
"('FeLip9', 'PET', 3, 26, 2, 2)",-7158.78,-5.95057,0.925777
"('FeLip9', 'PET', 3, 26, 3, 4)",-7161.78,-8.64034,0.893003
"('FeLip9', 'PET', 3, 26, 4, 5)",-7162.52,-9.05313,0.875327
"('FeLip9', 'PET', 3, 26, 5, 6)",-7166.24,-14.2321,0.818898
"('FeLip9', 'PET', 3, 26, 6, 7)",-7167.47,-14.7408,0.791033
"('FeLip9', 'PET', 3, 26, 7, 8)",-7168.11,-16.5624,0.767828
"('FeLip9', 'PET', 3, 26, 8, 11)",-7166.96,-13.7358,0.741198
"('FeLip9', 'PET', 3, 26, 9, 13)",-7167.14,-13.1566,0.777117
"('FeLip9', 'PET', 3, 26, 10, 14)",-7166.55,-12.3777,0.769644
"('FeLip9', 'PET', 3, 26, 11, 15)",-7169.12,-14.6978,0.725805
"('FeLip9', 'PET', 3, 26, 12, 16)",-7169.97,-15.5067,0.732459
"('FeLip9', 'PET', 3, 26, 13, 17)",-7165.31,-9.03767,0.812161
"('FeLip9', 'PET', 3, 26, 14, 18)",-7165.37,-9.46368,0.761012
"('FeLip9', 'PET', 3, 26, 15, 19)",-7166.85,-11.6748,0.743077
"('FeLip9', 'PET', 3, 26, 16, 23)",-7170.48,-16.1426,0.723299
"('FeLip9', 'PET', 3, 26, 17, 25)",-7168.88,-15.9206,0.723314
"('FeLip9', 'PET', 3, 26, 18, 27)",-7162.55,-6.31113,0.775054
"('FeLip9', 'PET', 3, 26, 19, 28)",-7164.9,-8.49527,0.753615
"('FeLip9', 'PET', 3, 26, 20, 29)",-7164.24,-7.87253,0.759177
"('FeLip9', 'PET', 3, 26, 21, 31)",-7167.61,-13.7934,0.688657
"('FeLip9', 'PET', 3, 26, 22, 32)",-7165.43,-9.99354,0.748149
"('FeLip9', 'PET', 3, 26, 23, 34)",-7164.73,-6.86414,0.769918
"('FeLip9', 'PET', 3, 26, 24, 35)",-7167.58,-10.5214,0.77164
"('FeLip9', 'PET', 3, 26, 25, 36)",-7169.15,-12.54,0.761901
"('FeLip9', 'PET', 3, 26, 26, 38)",-7173.97,-16.7052,0.721828
"('FeLip9', 'PET', 3, 26, 27, 39)",-7174.48,-18.5359,0.709265
"('FeLip9', 'PET', 3, 26, 28, 40)",-7174.86,-18.2819,0.706043
"('FeLip9', 'PET', 3, 26, 29, 53)",-7174.5,-18.3092,0.730424
"('FeLip9', 'PET', 3, 26, 30, 55)",-7177.01,-19.5229,0.699505
"('FeLip9', 'PET', 3, 26, 31, 56)",-7174.3,-16.4803,0.689582
"('FeLip9', 'PET', 3, 26, 32, 58)",-7175.83,-22.3923,0.668199
"('FeLip9', 'PET', 3, 26, 33, 66)",-7175.76,-20.7618,0.679942
"('FeLip9', 'PET', 3, 26, 34, 69)",-7180.18,-25.1952,0.657213
"('FeLip9', 'PET', 3, 26, 35, 75)",-7178.09,-22.739,0.669791
"('FeLip9', 'PET', 3, 26, 36, 76)",-7177.33,-23.6083,0.673831
"('FeLip9', 'PET', 3, 26, 37, 77)",-7169.59,-18.7879,0.642463
"('FeLip9', 'PET', 3, 26, 38, 78)",-7168.6,-14.1673,0.799856
"('FeLip9', 'PET', 3, 26, 39, 79)",-7162.43,-4.57148,0.811413
"('FeLip9', 'PET', 3, 26, 40, 80)",-7175.95,-19.8151,0.67792
"('FeLip9', 'PET', 3, 26, 41, 87)",-7177.34,-20.5608,0.679169
"('FeLip9', 'PET', 3, 26, 42, 90)",-7172.72,-17.8768,0.672218
"('FeLip9', 'PET', 3, 26, 43, 95)",-7176.66,-20.2151,0.672983
"('FeLip9', 'PET', 3, 26, 44, 99)",-7173.77,-16.6813,0.715107
"('FeLip9', 'PET', 3, 27, 0, 0)",-7140.67,-17.5724,0.715268
"('FeLip9', 'PET', 3, 27, 1, 1)",-7164.82,-12.552,0.748974
"('FeLip9', 'PET', 3, 27, 2, 4)",-7169.85,-20.1285,0.739874
"('FeLip9', 'PET', 3, 27, 3, 5)",-7168.24,-18.6432,0.729423
"('FeLip9', 'PET', 3, 27, 4, 11)",-7169.82,-21.5099,0.703841
"('FeLip9', 'PET', 3, 27, 5, 12)",-7169.94,-20.3421,0.721637
"('FeLip9', 'PET', 3, 27, 6, 14)",-7171.59,-19.9799,0.70578
"('FeLip9', 'PET', 3, 27, 7, 18)",-7168.56,-19.0561,0.722342
"('FeLip9', 'PET', 3, 27, 8, 19)",-7164.97,-17.8916,0.765569
"('FeLip9', 'PET', 3, 27, 9, 26)",-7169.65,-29.4561,0.775218
"('FeLip9', 'PET', 3, 27, 10, 29)",-7175.28,-32.6681,0.747478
"('FeLip9', 'PET', 3, 27, 11, 44)",-7174.78,-28.2736,0.772142
"('FeLip9', 'PET', 3, 27, 12, 49)",-7178.36,-35.9748,0.715847
"('FeLip9', 'PET', 3, 27, 13, 58)",-7177.69,-36.8275,0.726045
"('FeLip9', 'PET', 3, 28, 0, 0)",-7151.49,-29.8884,0.653903
"('FeLip9', 'PET', 3, 28, 1, 1)",-7160.99,-18.7469,0.787744
"('FeLip9', 'PET', 3, 28, 2, 4)",-7163.57,-19.9364,0.774119
